,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
16,92333000-1802,,롯데캐슬공인중개사사무소,"서울특별시 종로구 종로 347 122호 (숭인동, 롯데캐슬천지인)",심재현,745-2500,2004.10.19,3,,,공인중개사,유,-
17,11110-2017-00132,,리얼티와이즈부동산중개,서울특별시 종로구 종로58길 40 (숭인동),이승은,010-7188-5579,2017.11.10,3,,,공인중개사,유,-
18,가3622-06-185,,명문부동산공인중개사사무소,"서울특별시 종로구 청계천로 383 103호 (숭인동, 숭인빌딩)",강연달,02-2234-2999,2004.05.06,3,,,공인중개사,유,-
19,92200000-2786,,버넷공인중개사사무소,서울특별시 종로구 난계로29가길 16,서복임,-,2014.12.17,3,,,공인중개사,유,-
20,92200000-2667,,삼익공인중개사사무소,서울특별시 종로구 숭인동길 35 1층 102호 (숭인동),최우석,02-923-4988,2013.07.22,3,,,공인중개사,유,-
21,92200000-2228,,삼일공인중개사사무소,서울특별시 종로구 숭인동길 86 (숭인동),유병삼,953-1777,2009.05.11,3,,,공인중개사,유,-
22,92200000-671,,서울공인중개사사무소,서울특별시 종로구 종로 381 (숭인동),안상순,"965-5000,02-743-4989",1995.06.02,3,,,공인중개사,유,-
23,11110-2017-00024,,서진부동산공인중개사사무소,서울특별시 종로구 종로 363 (숭인동),서우원,-,2017.02.22,3,,,공인중개사,유,-
24,92200000-2056,,센트레빌공인중개사사무소,서울특별시 종로구 동망산길 47 (숭인동),이석호,743-4444,2008.04.10,3,,,공인중개사,유,-
25,92200000-2695,,수도공인중개사사무소,서울특별시 종로구 보문로 3 1층(숭인동),김진,953-6266,2013.12.30,3,,,공인중개사,유,-
26,92200000-2219,,신화공인중개사사무소,서울특별시 종로구 종로66길 18 (숭인동),이재구,02-924-4800,2009.04.24,3,,,공인중개사,유,-
27,92200000-2348,,신화공인중개사사무소,서울특별시 종로구 숭인동길 21 청계힐스테이트 상가 가-103호(숭인동),최석진,02-924-0900,2010.04.22,3,,,공인중개사,유,-
28,92200000-1860,,우림공인중개사사무소,서울특별시 종로구 종로 385 (숭인동),김흥영,3676-8945,2007.02.09,3,,,공인중개사,유,-
29,92200000-2526,,우창공인중개사사무소,서울특별시 종로구 종로57길 22 (숭인동),최은자,02-762-5187,2009.07.29,3,,,공인중개사,유,-
30,11110-2017-00007,,유태공인중개사사무소,서울특별시 종로구 숭인동길 16 (숭인동),장유태,"928-5520,928-4918",2017.01.06,3,,,공인중개사,유,-
31,11110-2018-00004,,윤진공인중개사사무소,서울특별시 종로구 지봉로14길 8-26 (숭인동),이기월,742-4176,2018.01.05,3,,,공인중개사,유,-
32,92200000-1780,,은혜공인중개사사무소,서울특별시 종로구 종로67길 7 (숭인동),문영례,02-925-1223,2006.07.03,3,,,공인중개사,유,-
33,92200000-2046,,이레공인중개사사무소,서울특별시 종로구 지봉로 102-1 (숭인동),이미희,763-7580,2008.03.20,3,,,공인중개사,유,-
34,나92200000-99,,조양부동산중개인사무소,서울특별시 종로구 숭인동길 46 (숭인동),노병섭,928-5267,1984.06.01,3,,,중개인,유,-
35,92200000-2388,,종로부동산공인중개사사무소,서울특별시 종로구 숭인동길 10 (숭인동),임채옥,02-953-1212,2010.09.29,3,,,공인중개사,유,-
36,11110-2017-00016,,종로솔하임공인중개사사무소,"서울특별시 종로구 지봉로4길 13 1층 101호 (숭인동, 삼전솔하임 4차)",조승현,02-2233-1113,2017.02.07,3,,,공인중개사,유,-
37,11110-2017-00115,,종로현대부동산공인중개사사무소,서울특별시 종로구 보문로 7-1 (숭인동),박병호,02-762-8949,2016.08.10,3,,,공인중개사,유,-
38,11110-2019-00010,,청솔공인중개사사무소,서울특별시 종로구 종로 397,오금순,-,2019.01.24,3,,,공인중개사,유,-
39,92200000-1568,,청솔이돈권공인중개사사무소,서울특별시 종로구 종로 397 (숭인동),이돈권,02-763-1126,2005.03.17,3,,,공인중개사,유,-
40,11110-2015-00085,,토마토공인중개사사무소,서울특별시 종로구 청계천로 375 1층,김순정,02-2237-7100,2015.12.09,3,,,공인중개사,유,-
41,11110-2016-00121,,필공인중개사사무소,서울특별시 종로구 종로 401 1층 (숭인동),신필진,02-928-0999,2016.12.28,3,,,공인중개사,유,-
42,11110-2017-00127,,한양공인중개사사무소,서울특별시 종로구 난계로29가길 20 101호 (숭인동),김철진,-,2017.10.26,3,,,공인중개사,유,-
43,가92200000-83,,한양부동산중개인사무소,서울특별시 종로구 보문로 5 (숭인동),김영치,2234-9444,1989.04.20,3,,,중개인,유,-
44,92200000-1091,,한일공인중개사사무소,서울특별시 종로구 지봉로8길 4 (숭인동),박수경,02-763-3374,2000.07.18,3,,,공인중개사,유,-
45,11110-2016-00074,,행운공인중개사사무소,서울특별시 종로구 종로60길 39-11 2층(숭인동),선경진,-,2016.08.22,3,,,공인중개사,유,-
46,11110-2018-00102,,행운공인중개사사무소,서울특별시 종로구 종로58길 41 2층 203호 (숭인동),황광노,010-5760-5060,2018.10.12,3,,,공인중개사,유,-
47,11110-2019-00014,,행운공인중개사사무소,서울특별시 종로구 종로 411 2층 (숭인동),강혜리,-,2019.01.31,3,,,공인중개사,유,-
48,11110-2018-00078,,행운부동산공인중개사사무소,서울특별시 종로구 종로63다길 2 1층 (숭인동),이종기,02-766-4903,2010.09.03,3,,,공인중개사,유,-
49,92200000-2643,,현대부동산공인중개사사무소,서울특별시 종로구 숭인동길 34 (숭인동),김양례,02-953-9700,2013.03.07,3,,,공인중개사,유,-
50,92200000-2490,,황금공인중개사사무소,서울특별시 종로구 종로57길 8 (숭인동),지재국,02-3675-1500,2011.06.16,3,,,공인중개사,유,-
